,Unnamed: 0,Post Title,Description,Neighborhood,Price,No. Beds,SF,URL,lat,lon,geometry,code_words,cw_present
175,175,Remodeled 2 Bedroom 2 BA in Koreatown + Secured Gated Parking + A/C,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-remodeled-bedroom-ba-in/7325160992.html""></div>
</div>
<br/>
<b>apartment features</b><br/>
<br/>
- tiled bathroom floors <br/>
- walk-in closets <br/>
- balconies* <br/>
- gas stove/dishwasher <br/>
- gas fireplace <br/>
- air conditioning <br/>
- patios* <br/>
- laminate wood floors* <br/>
- and many more. . . <br/>
<br/>
<br/>
<b>community amenities</b><br/>
<br/>
- secure gated parking <br/>
- on-site manager and maintenance engineer <br/>
- two laundry rooms on each floor <br/>
- attractive marbled lobby entry <br/>
- controlled-access building <br/>
- junior one-bedroom, one- and two-bedroom apartment homes featuring remodeled interiors <br/>
- swimming pool and jacuzzi in a patio setting with tables and lounges <br/>
- brand new state-of-the-art gym with treadmills, elliptical machines, weights and more <br/>
- and much more. . .<br/>
<br/>
<br/>
<b>contact</b><br/>
<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7325160992/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
<br/>
<b>address</b>
<br/>
<br/>
333 south kingsley drive los angeles, ca 90020 <br/> </section>", (Koreatown),"$2,700",2.0,1163.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-remodeled-bedroom-ba-in/7325160992.html,34.068555,-118.303008,POINT (-118.303008 34.068555),art,True
178,178,One Bedroom In Koreatown. All Utilities Included. Appliances Included,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-one-bedroom-in-koreatown/7325130884.html""></div>
</div>
•spacious one bed <br/>
•new stainless steel appliances <br/>
•utilities included.<br/>
•ac <br/>
•remodeled kitchen and bathroom. subway tile. quartz countertop. <br/>
•hardwood floor.<br/>
•building cleaned twice a week.<br/>
•laundry onsite<br/>
•5 minutes from the heart of koreatown.<br/>
•10 minutes from downtown.<br/>
<br/>
*<i>for more information and to schedule viewings (in person or virtual) please call  <a class=""show-contact"" data-href=""/reply/lax/apa/7325130884/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
</i> </section>", (Koreatown),"$2,100",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-one-bedroom-in-koreatown/7325130884.html,34.053656,-118.294808,POINT (-118.294808 34.053656),art,True
180,180,Where Koreatown Meets Downtown Los Angeles!,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-where-koreatown-meets/7325123965.html""></div>
</div>
<br/>mariposa on 3rd<br/>269 s. mariposa<br/>los angeles, ca 90004<br/><br/>receive up to 10 weeks free on all one and two bedrooms with a 13 to 18 month lease term and free parking on select units! call us today at  <a class=""show-contact"" data-href=""/reply/lax/apa/7325123965/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to get your appointment scheduled!<br/> <br/><br/>community amenities<br/>the lobby • the alcove • the locus • the golf simulator • the paw spa • the butlerbox • the studio • the movie theater • the kids club • the veranda • the veranda clubhouse • commercial space<br/><br/><br/><strong>monday: </strong>9am-6pm<br/><strong>tuesday: </strong>9am-6pm<br/><strong>wednesday: </strong>9am-6pm<br/><strong>thursday: </strong>9am-6pm<br/><strong>friday: </strong>9am-6pm<br/><strong>saturday: </strong>9am-6pm<br/><br/><br/>  pets - max 2 allowed, max weight 75 lb each, rent $75.00, deposit $500.00 cats -  allowed dogs -  allowed<br/><br/> </section>",,"$2,525",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-where-koreatown-meets/7325123965.html,34.0762,-118.3029,POINT (-118.3029 34.0762),amenities,True
181,181,"☛ Gated KOREATOWN Studio | Extra Storage, One Month Free ☚","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-gated-koreatown-studio/7321706363.html""></div>
</div>
<h4>one month free</h4>
<b>apartment amenities</b><hr/>
- tile floors in kitchen/bathroom <br/>
- ceiling fans* <br/>
- balcony/patio* <br/>
- stainless steel appliances* <br/>
- air conditioning <br/>
- concrete floors* <br/>
- extra storage <br/>
- walk-in closets <br/>
- refrigerator <br/>
- microwave* <br/>
- central air/heating* <br/>
- 9 foot ceilings* <br/>
- quartz counter tops <br/>
- loft* <br/>
- mirrored closet doors* <br/>
- hardwood floors <br/>
- exposed brick <br/>
- dishwasher* <br/>
- den/study* <br/>
<br/><br/>
<b>community amenities</b><hr/>
- metro stops <br/>
- easy access to freeways <br/>
- gated access <br/>
- easy access to shopping <br/>
- elevator <br/>
- access to public transportation <br/>
- beautiful landscaping <br/>
- gazebo <br/>
- assigned parking* <br/>
- courtyard fountain <br/>
- airport transportation <br/>
- cable available <br/>
- laundry facility <br/>
- public parks nearby  <br/>
- renovated lobby <br/>
- on-site maintenance <br/>
<br/><br/>
<h4>701 south gramercy drive los angeles, ca  90005</h4>
</section>", (Koreatown / Miracle Mile / Mid-Wilshire),"$1,465",,468.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-gated-koreatown-studio/7321706363.html,34.059918,-118.313286,POINT (-118.313286 34.059918),gated,True
182,182,"2 Bedroom 2 BA in Koreatown, Fireplace, Refrigerator, Gated","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-ba-in-koreatown/7315095866.html""></div>
</div>
<br/>
<br/>
flexible lease terms with no premium. 6 months minimum.<br/>
<br/>
<br/>
apartment amenities:<br/>
- disposal<br/>
- dishwasher<br/>
- gas range<br/>
- walk-in closets*<br/>
- quartz/granite counter tops<br/>
- window coverings<br/>
- patio/balcony*<br/>
- private rooftop decks*<br/>
- hardwood floors<br/>
- refrigerator<br/>
- central air conditioning/heating<br/>
- fireplace<br/>
<br/>
community amenities:<br/>
- laundry facility<br/>
- controlled access/gated<br/>
- on-site management<br/>
- one block from wilshire boulevard<br/>
- elevator<br/>
- ev (electric vehicle) charging stations**<br/>
- gated parking<br/>
- near public transportation<br/>
<br/>
<br/>
<br/>
pet policy:<br/>
pets under 35 lbs. welcome (breed restrictions apply). <br/>
call for details (pet deposit and pet rent may apply) and restrictions. <br/>
<br/>
<br/>
<br/>
514 south catalina street <br/>
los angeles, ca <br/>
90020 <br/>
<br/>
<br/>
for more information call:  <a class=""show-contact"" data-href=""/reply/lax/apa/7315095866/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
<br/>
<br/>
square ft. is approximate.<br/>
*with select apartment homes.<br/>
price and availability are subject to change.<br/>
**subject to availability, additional charges apply. <br/>
pictures may not be of exact unit.<br/>
<br/>
<br/>
<br/>
</section>", (Koreatown),"$2,300",2.0,740.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-ba-in-koreatown/7315095866.html,34.065401,-118.2954,POINT (-118.2954 34.065401),art,True
183,183,Studio In Koreatown -1 Month Free -Wood Inspired Floors,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-koreatown-month/7313010271.html""></div>
</div>
1 month free!<br/>
<br/>
welcome to catalina avenue apartments located in koreatown, in los angeles, ca. come home to one of our studio or 1 bedroom apartments. contact us today to schedule your personal tour.<br/>
<br/>
<br/>
454 south catalina street los angeles, ca 90020<br/>
<br/>
<br/>
apartment amenities:<br/>
- disposal<br/>
- refrigerator<br/>
- gas range<br/>
- carpeted floors<br/>
- hardwood floors<br/>
<br/>
community amenities:<br/>
- laundry facilities on-site<br/>
- elevator<br/>
- high-speed internet<br/>
<br/>
<br/>
call:  <a class=""show-contact"" data-href=""/reply/lax/apa/7313010271/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
interiors may not be in exact apartment.<br/>
sq. ft. may not be exact. price and availability may change.<br/>
</section>", (Koreatown),"$1,225",,463.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-koreatown-month/7313010271.html,34.066438,-118.295441,POINT (-118.295441 34.066438),art,True
188,188,Spacious NY Style Studio!! Prime Koreatown Area,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-ny-style-studio/7325094714.html""></div>
</div>
849 s. oxford ave,<br/>
los angeles, ca 90005<br/>
frank  <a class=""show-contact"" data-href=""/reply/lax/apa/7325094714/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
.<br/>
contact us today! 📞<br/>
<br/>
call or text frank to schedule a viewing  <a class=""show-contact"" data-href=""/reply/lax/apa/7325094714/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
. 📞<br/>
<br/>
pets are accepted with an additional deposit and pet rent.🐶🐱<br/>
<br/>
****advertised price is the net effective rent after applying two month free rent promotion.<br/>
<br/>
*two month free rent!<br/>
<br/>
this neighborhood is a walker’s paradise.🚶‍♀️ you'll love the convenience of traveling car free with everything you might want around the corner. metro station🚅, banks🏧, starbucks☕, bobatime, kbbq, chipotle🌶, ralphs🛒, and many more!<br/>
<br/>
this location is in the wilshire center - koreatown neighborhood in los angeles. nearby parks include ardmore recreation center🏞, lafayette park🌳, and shatto recreation center.<br/>
<br/>
849 s. oxford ave,<br/>
los angeles, ca 90005    </section>"," (Koreatown, Los Angeles)","$1,445",,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-spacious-ny-style-studio/7325094714.html,34.05698,-118.307809,POINT (-118.307809 34.05698),walk,True
189,189,Off Market Koreatown Fixer!,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/reb/d/los-angeles-off-market-koreatown-fixer/7325071782.html""></div>
</div>
mid-wilshire craftsman on a large lot! property is in great condition but needs a thorough rehab throughout. the 8000 + sf lot gives plenty of space for addition sqft add and the detached garage lends it self to build out an adu. <br/>
<br/>
contact me asap if you are interested! cash or hard money investors only.<br/>
<br/>
*principle to principle*<br/>
<br/>
matthew shelp<br/>
ca dre# 02116148<br/>
new western acquisitions<br/>
<br/>
*(properties sell very quickly, this may no longer be available by the time you call me. contact my cell to join my certified buyers list (free) to hear about new off-market properties first.)<br/>
<br/>
what we do for real estate investors:<br/>
<br/>
we provide properties. mls and off-market wholesale deals. our bread and butter properties are single family homes through-out southern california. i'd love to help you find your next investment project.<br/>
<br/>
keywords: foreclosures, house, houses, home, fixer, single-family, repairs, building, vacant, for sale by owner, real estate, remodeling, home improvement, distressed, property, off market, los angeles, lar2, lar3, lard1.5, land    </section>", (Koreatown),"$999,999",2.0,1800.0,https://losangeles.craigslist.org/lac/reb/d/los-angeles-off-market-koreatown-fixer/7325071782.html,34.0762,-118.3029,POINT (-118.3029 34.0762),,False
191,191,"1+1 in Koreatown/Wilshire Center, Gym, Rec. Room, Brand New Property","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-11-in-koreatown-wilshire/7322100234.html""></div>
</div>
live video calls &amp; in-person tours available<br/>
<br/>
<br/>
finally, you've arrived home. nestled in the heart of koreatown, 400 catalina is a slice of paradise in the bustling city. just steps away from popular dining, entertainment and nightlife, and a few minutes away from la live, staples center and microsoft theater, living your best life has never been easier!<br/>
<br/>
unrivaled quality, endless comforts, and spacious apartment living is what you'll find at 400 catalina. our carefully designed studio, one, and two bedroom floor plans offer the perfect blend of modern architectural design, quality amenities, and gorgeous interiors that will surely delight you. our amenities include full appliance packages, wood flooring throughout, private patios, spacious closets and so much more!<br/>
<br/>
we offer our residents an array of superb community features! take advantage of our courtyard atrium, on-site fitness center, rooftop terraces, clubhouse and a business center. our community is the perfect place to relax and enjoy all the pleasures of life.<br/>
<br/>
come live your best life at 400 catalina apartment homes!<br/>
<br/>
<br/>
call:  <a class=""show-contact"" data-href=""/reply/lax/apa/7322100234/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
<br/>
community amenities<br/>
- controlled access<br/>
- garage parking<br/>
- flexible lease terms up to 24 months<br/>
- fitness center<br/>
- sundeck<br/>
- recreation room<br/>
<br/>
apartment amenities<br/>
- wood inspired flooring<br/>
- dishwasher<br/>
- patio/balcony (in select units)<br/>
- washer/dryer in unit<br/>
- stainless steel appliances<br/>
- disposal<br/>
- refrigerator<br/>
- central air conditioning<br/>
- large closets<br/>
<br/>
<br/>
cats and dogs welcome. additional fees may apply. 2 pets max.<br/>
call for details and restrictions.  <br/>
<br/>
<br/>
<br/>
400 south catalina street <br/>
los angeles, ca <br/>
<br/>
<br/>
<br/>
price &amp; availability are subject to change.<br/>
square footage may not be exact.<br/>
<br/>
<br/>
usc, la city college, la pacific college, la trade technical college, wilshire center, oakwood, koreatown, westlake, melrose hill, central la, hollywood, echo park, silver lake, east hollywood, pico-union, 10, 101, 110 freeways, parks bbq, openaire, guelaguetza restaurant, cassell's hamburgers, bdc tofu house, ihop, cafe brass monkey, the venue, club normandie, city center on 6th, vons, ralphs, figat7th, target    </section>", (Koreatown),"$2,782",1.0,662.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-11-in-koreatown-wilshire/7322100234.html,34.067417,-118.295495,POINT (-118.295495 34.067417),art,True
192,192,KOREATOWN Studio + Exposed Brick + 1 Month Free + Call Us Today,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-koreatown-studio-exposed/7325051610.html""></div>
</div>
<h4>one month free</h4>
<br/><b>property features:</b><br/>
- gazebo <br/>
- elevator <br/>
- beautiful landscaping <br/>
- laundry facility <br/>
- renovated lobby <br/>
- courtyard fountain <br/>
- gated access <br/><br/>
<b>apartment features:</b><br/>
- loft* <br/>
- central air/heating* <br/>
- concrete floors* <br/>
- 9 foot ceilings* <br/>
- air conditioning <br/>
- den/study* <br/>
- tile floors in kitchen/bathroom <br/>
- refrigerator <br/>
- ceiling fans* <br/>
- quartz counter tops <br/>
- balcony/patio* <br/>
- microwave* <br/>
- extra storage <br/>
- hardwood floors <br/>
- stainless steel appliances* <br/>
- walk-in closets <br/>
- mirrored closet doors* <br/>
- exposed brick <br/>
- dishwasher* <br/>
* in select apartment homes.<br/><br/>
<h4>701 south gramercy drive
los angeles, ca 
90005</h4> </section>", (Koreatown),"$1,465",,468.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-koreatown-studio-exposed/7325051610.html,34.059918,-118.313286,POINT (-118.313286 34.059918),gated,True
193,193,"Renovated 2 Bedroom in Koreatown/Downtown LA With A/C, Walk-in Closets","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-bedroom-in/7312809034.html""></div>
</div>
<br/>
<b>apartment features</b><br/>
<br/>
- gas stove/dishwasher <br/>
- gas fireplace <br/>
- air conditioning <br/>
- patios* <br/>
- tiled bathroom floors <br/>
- walk-in closets <br/>
- balconies* <br/>
- laminate wood floors* <br/>
- and many more. . . <br/>
<br/>
<br/>
<b>community amenities</b><br/>
<br/>
- attractive marbled lobby entry <br/>
- controlled-access building <br/>
- junior one-bedroom, one- and two-bedroom apartment homes featuring remodeled interiors <br/>
- secure gated parking <br/>
- on-site manager and maintenance engineer <br/>
- two laundry rooms on each floor <br/>
- swimming pool and jacuzzi in a patio setting with tables and lounges <br/>
- brand new state-of-the-art gym with treadmills, elliptical machines, weights and more <br/>
- and much more. . .<br/>
<br/>
<br/>
<b>contact</b><br/>
<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7312809034/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
<br/>
<b>address</b>
<br/>
<br/>
333 south kingsley drive los angeles, ca 90020 <br/> </section>", (Downtown Los Angeles/ Koreatown),"$2,700",2.0,1163.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-renovated-bedroom-in/7312809034.html,34.068555,-118.303008,POINT (-118.303008 34.068555),art,True
194,194,Where Koreatown Meets Downtown Los Angeles!,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-where-koreatown-meets/7325051146.html""></div>
</div>
<br/>mariposa on 3rd<br/>269 s. mariposa<br/>los angeles, ca 90004<br/><br/>receive up to 10 weeks free on all one and two bedrooms with a 13 to 18 month lease term and free parking on select units! call us today at  <a class=""show-contact"" data-href=""/reply/lax/apa/7325051146/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to get your appointment scheduled!<br/> <br/><br/>community amenities<br/>the lobby • the alcove • the locus • the golf simulator • the paw spa • the butlerbox • the studio • the movie theater • the kids club • the veranda • the veranda clubhouse • commercial space<br/><br/><br/><strong>monday: </strong>9am-6pm<br/><strong>tuesday: </strong>9am-6pm<br/><strong>wednesday: </strong>9am-6pm<br/><strong>thursday: </strong>9am-6pm<br/><strong>friday: </strong>9am-6pm<br/><strong>saturday: </strong>9am-6pm<br/><br/><br/>  pets - max 2 allowed, max weight 75 lb each, rent $75.00, deposit $500.00 cats -  allowed dogs -  allowed<br/><br/> </section>",,"$2,525",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-where-koreatown-meets/7325051146.html,34.0762,-118.3029,POINT (-118.3029 34.0762),amenities,True
195,195,"✓ Studio in Koreatown, Hardwood Inspired Floors, 1 Month Free ✓","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-koreatown/7325043595.html""></div>
</div>
1 month free!<br/>
<br/>
welcome to catalina avenue apartments located in koreatown, in los angeles, ca. come home to one of our studio or 1 bedroom apartments. contact us today to schedule your personal tour.<br/>
<br/>
<br/>
contact info:<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7325043595/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
https://www.catalinaavenueapts.com/<br/>
454 south catalina street, los angeles, ca 90020 <br/>
<br/>
<br/>
amenities and features:<br/>
- laundry facilities on-site<br/>
- disposal<br/>
- elevator<br/>
- hardwood floors<br/>
- carpeted floors<br/>
- refrigerator<br/>
- gas range<br/>
- high-speed internet<br/>
<br/>
<br/>
interiors may not be in exact apartment.<br/>
square footage is approximate. pricing and availability are subject to change based on your preferred move in date and lease term.    </section>", (Koreatown),"$1,200",,463.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-studio-in-koreatown/7325043595.html,34.066438,-118.295441,POINT (-118.295441 34.066438),art,True
196,196,"Koreatown 2 Bedroom W/ Central Air Conditioning/Heating, Call Now!","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-koreatown-bedroom-central/7325042767.html""></div>
</div>
<br/>
~~~welcome to style &amp; comfort in the heart of koreatown, close to downtown los angeles~~~<br/><br/><br/>


flexible lease terms with no premium. 6 months minimum.<br/><br/><br/>
<b>apartment features</b><br/>
<br/>
- disposal <br/>
- window coverings <br/>
- hardwood floors <br/>
- refrigerator <br/>
- walk-in closets* <br/>
- private rooftop decks* <br/>
- central air conditioning/heating <br/>
- dishwasher <br/>
- quartz/granite counter tops <br/>
- fireplace <br/>
- patio/balcony* <br/>
- gas range <br/>
- and many more. . . <br/>
<br/>
<br/>
<b>community amenities</b><br/>
<br/>
- ev (electric vehicle) charging stations** <br/>
- near public transportation <br/>
- controlled access/gated <br/>
- laundry facility <br/>
- gated parking <br/>
- one block from wilshire boulevard <br/>
- on-site management <br/>
- elevator <br/>
- and much more. . .<br/>
<br/><br/>
<b>pet policy</b><br/>
<br/>
pets under 35 lbs. welcome (breed restrictions apply). <br/>
call for details (pet deposit and pet rent may apply) and restrictions. <br/>
<br/><br/>
<b>contact</b><br/>
<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7325042767/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
<b>address</b>
<br/>
<br/>
514 south catalina street los angeles, ca 90020 <br/><br/><br/><br/><br/><br/><br/>




images may not be of exact apartment.

    </section>", (Los Angeles | Koreatown),"$2,300",2.0,900.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-koreatown-bedroom-central/7325042767.html,34.065401,-118.2954,POINT (-118.2954 34.065401),central,True
197,197,Graceful apartment in koreatown !,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-graceful-apartment-in/7325015111.html""></div>
</div>
recently renovated apartments close to the heart of los angeles<br/>
<br/>
our spacious apartments are located in a prime neighborhood with convenient access to the 101 freeway, shops, parks, and schools.<br/>
rental unit amenities include :<br/>
<br/>
- dishwasher,<br/>
- stove<br/>
- heater, a/c<br/>
- plenty of storage room and kitchen cabinets<br/>
- spacious closets<br/>
- balcony<br/>
- new laminate flooring<br/>
- fresh paint<br/>
- free water and trash services<br/>
- 12 month leases<br/>
-pet allowed with pet rent and pet deposit<br/>
<br/>
<br/>
the building has a full-size swimming pool with a heated jacuzzi and a fitness room.<br/>
we also offer on-site laundry room and a gated parking garage with elevators.<br/>
make an appointment today and stop by for a personal tour of the premises.<br/>
(pictures may not be up to date call to confirn)<br/>
<br/>
* 1 bedroom : $1595 : 850 sqft <br/>
* studio : $1300 : 550 sqft<br/>
<br/>
park pointe apartments<br/>
211 s. la fayette park place l.a  ca 90057<br/>
phone :  <a class=""show-contact"" data-href=""/reply/lax/apa/7325015111/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
</section>", (koreatown and downtown),"$1,300",,550.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-graceful-apartment-in/7325015111.html,34.05896,-118.293022,POINT (-118.293022 34.05896),art,True
198,198,Put some spice in your life in our koreatown 1Bdrm !,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-put-some-spice-in-your-life/7325011936.html""></div>
</div>
recently renovated apartments close to the heart of los angeles<br/>
<br/>
our spacious apartments are located in a prime neighborhood with convenient access to the 101 freeway, shops, parks, and schools.<br/>
rental unit amenities include :<br/>
<br/>
- dishwasher,<br/>
- stove<br/>
- heater, a/c<br/>
- plenty of storage room and kitchen cabinets<br/>
- spacious closets<br/>
- balcony<br/>
- new laminate flooring<br/>
- fresh paint<br/>
- free water and trash services<br/>
- 12 month leases<br/>
-pet allowed with pet rent and pet deposit<br/>
<br/>
<br/>
the building has a full-size swimming pool with a heated jacuzzi and a fitness room.<br/>
we also offer on-site laundry room and a gated parking garage with elevators.<br/>
make an appointment today and stop by for a personal tour of the premises.<br/>
(pictures may not be up to date call to confirn)<br/>
<br/>
* 1 bedroom : $1595 : 850 sqft <br/>
* studio : $1300 : 550 sqft<br/>
<br/>
park pointe apartments<br/>
211 s. la fayette park place l.a  ca 90057<br/>
phone :  <a class=""show-contact"" data-href=""/reply/lax/apa/7325011936/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
</section>", (koreatown and downtown),"$1,595",1.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-put-some-spice-in-your-life/7325011936.html,34.058818,-118.291649,POINT (-118.291649 34.058818),art,True
199,199,Fabulous Apartment In Koreatown !,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-fabulous-apartment-in/7325006179.html""></div>
</div>
recently renovated apartments close to the heart of los angeles<br/>
<br/>
our spacious apartments are located in a prime neighborhood with convenient access to the 101 freeway, shops, parks, and schools.<br/>
rental unit amenities include :<br/>
<br/>
- dishwasher,<br/>
- stove<br/>
- heater, a/c<br/>
- plenty of storage room and kitchen cabinets<br/>
- spacious closets<br/>
- balcony<br/>
- new laminate flooring<br/>
- fresh paint<br/>
- free water and trash services<br/>
- 12 month leases<br/>
-pet allowed with pet rent and pet deposit<br/>
<br/>
<br/>
the building has a full-size swimming pool with a heated jacuzzi and a fitness room.<br/>
we also offer on-site laundry room and a gated parking garage with elevators.<br/>
make an appointment today and stop by for a personal tour of the premises.<br/>
(pictures may not be up to date call to confirn)<br/>
<br/>
* 1 bedroom : $1595 : 850 sqft <br/>
* studio : $1300 : 550 sqft<br/>
<br/>
park pointe apartments<br/>
211 s. la fayette park place l.a  ca 90057<br/>
phone :  <a class=""show-contact"" data-href=""/reply/lax/apa/7325006179/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
</section>", (koreatown and downtown),"$1,595",1.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-fabulous-apartment-in/7325006179.html,34.059458,-118.293108,POINT (-118.293108 34.059458),art,True
