,Post Title,Description,Neighborhood,Price,No. Beds,SF,URL,lat,lon
539,"Recessed lighting, Stove, Gated community","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-recessed-lighting-stove/7325223985.html""></div>
</div>
<p><b>Bedrooms: </b>0<br/><b>Bathrooms: </b>1<br/><b>Square Feet: </b>475<br/><b>Date Available: </b>2021-05-21<br/><b>Address: </b>5171 Marathon Street<br/></p>Quaint studio apartment home located in this stylish 1920’s building. Apartment homes feature plank flooring, recessed lighting, fully equipped kitchens with stainless steel appliances and the different window styles offer an abundance of natural lighting. The gated community offers easy access to trendy neighborhoods such as Larchmont Village, Los Feliz and Koreatown. Convenient freeway access and 1.8 miles to Griffith Park which offers an array of walking / hiking trails. Resident is responsible for all utilities. Sorry, no pets allowed.<h3> Amenities Include:</h3><ul><li>Ceiling fan</li><li>Stove</li><li>Recessed lighting</li><li>Gated community</li><li>Fridge</li><li>Stainless steel appliances</li></ul><hr/><b>Call:  <a class=""show-contact"" data-href=""/reply/lax/apa/7325223985/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
</b> </section>"," (5171 Marathon Street, Los Angeles, CA)","$1,395",,475.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-recessed-lighting-stove/7325223985.html,34.085009,-118.311057
540,1 Bedroom 1 BA in Miracle Mile + SS Appliances + Pool -SPRING SPECIALS,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-ba-in-miracle-mile/7316297020.html""></div>
</div>
<b>GREAT SPRING SPECIALS CALL FOR DETAILS
</b><br/><br/>Masselin Park West Apartments provides everything Los Angeles has to offer; it's prestigious MIRACLE MILE location is within walking distance to fine dining, unique shops, banks, grocery stores, parks, museums, the Screen Actors Guild, The Grove and local transportation. We offer spacious, comfortable one and two bedroom apartment homes. Our views are amazing and our location is unsurpassed.<br/><br/>
Masselin Park West offers contemporary interiors in unique floor plans complete with features such as central heat/air, wood flooring, plush carpeting, custom cabinets, tile flooring, quartz countertops, high end fixtures and full appliance packages. Each apartment home includes gated parking at no additional charge. Our private patios and balconies offer a great place to unwind and access to enjoy our beautiful Southern California weather.<br/><br/>
We invite you to indulge in all we have to offer! Masselin Park West features resort-style amenities such as a new heated pool and soothing Spa. Our courtyard is sure to please with two new BBQ grills and luxurious pool furniture. The state of the art fitness center has all you need, including towel service and filtered water. Never worry about quarters, our building features onsite card operated laundry rooms on each floor. Onsite concierge services will help you with your dry cleaning needs and our 24 hour emergency service is available and at your service.<br/><br/>
Our superb location offers you easy access to popular city attractions sure to meet your lifestyle demands. It's a place you will love to call home!<br/><br/>
Let our friendly and professional staff welcome you home to Masselin Park West.
<br/><br/><br/>
<b>Property Features:</b><br/>
- Concierge <br/>
- State-Of-The-Art Fitness Center <br/>
- Elevator <br/>
- High Speed Internet <br/>
- Complimentary Cafe Onsite with Exotic Coffees and Teas <br/>
- Stockwell (Onsite Mini Convenience Store) <br/>
- Night Patrol <br/>
- 24 Hour Laundry Facilities <br/>
- Shimmering Swimming Pool <br/>
- Extra Storage <br/>
- Assigned Parking <br/>
- Off Street Parking <br/>
- Public Parks Nearby <br/>
- Free Weights <br/>
- Short Term Leasing Available <br/>
- BBQ Grills <br/>
- Soothing Spa <br/>
- Courtyard <br/>
- Spanish Speaking Staff <br/>
- Controlled Access/Gated <br/>
- Off Leash Dog Park <br/>
- On-Site Maintenance <br/>
- Electric Charging Stations <br/>
- On-Site Management <br/>
- Sundeck <br/>
- Easy Access to Freeways <br/>
- Recycling <br/>
- Garage <br/>
- Community Library <br/><br/>
<b>Apartment Features:</b><br/>
- Vertical Blinds <br/>
- Energy Efficient Appliances <br/>
- Upgraded Plank Flooring* <br/>
- Disability Access <br/>
- Stainless Steel Kitchen Appliances <br/>
- Microwave <br/>
- Refrigerator <br/>
- Central Air/Heating <br/>
- Carpeted Floors* <br/>
- Electronic Thermostat <br/>
- View <br/>
- Private Balconies and Patios <br/>
- Dishwasher <br/>
- Ceiling Fan <br/>
- Disposal <br/>
- Breakfast Bar <br/>
- Mirrored Closet Doors <br/>
- All Electric Oven &amp; Stove Top <br/>
* With Select Apartment Homes <br/><br/><br/>
<b>Pet-Friendly:</b><br/>
Pets Welcome with Additional Deposit. 2 Max Allowed. <br/>
Certain Breed Restrictions Apply. No Large/Aggressive Breeds. <br/>
Call for Details and Restrictions.<br/>
<br/><br/>

5700 West 6th Street <br/>Los Angeles, CA <br/>90036<br/><br/><br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7316297020/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
http://www.masselinparkwestapts.com/<br/><br/><br/>
<br/> 12-15 Month Lease. Other Lease Terms Available.<br/> Price and availability are subject to change.<br/> Square ft. may not be exact.<br/><br/><br/>
Cities: Hollywood, Beverlywood, The Grove, Miracle Mile, Larchmont Village, Central LA, Koreatown, Mid City, Mid-Wilshire, Sunset Strip, Beverly Hills, Fairfax <br/> </section>", (Miracle Mile),"$2,323",1.0,850.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-ba-in-miracle-mile/7316297020.html,34.064810,-118.353210
541,"Peaceful, Lushly Landscaped Courtyards, Serene and Tranquil, Clubhouse","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-peaceful-lushly-landscaped/7318860002.html""></div>
</div>
Medici is the premier resort apartment community gracing the dynamic new downtown Los Angeles skyline. The twelve unique floor plans assure you will find the right home to fit your lifestyle. The Medici is the best choice for upscale living in Los Angeles.<br/>
<br/>
APARTMENT FEATURES<br/>
-Built-In Microwave<br/>
-Crown Molding<br/>
-Washer/Dryer In-Unit<br/>
-Rich European-Style Maple Wood Kitchen Cabinets with Melamine Interiors<br/>
-Upgraded Whirlpool Appliances, Including:<br/>
-Automatic Dishwasher<br/>
-Black Granite Countertops &amp; Breakfast Bar<br/>
-Gorgeous Water Fountains at Every Corner<br/>
-Beautiful Los Angeles City Views from Many Vantage Points<br/>
-Self-Cleaning Oven with Range<br/>
<br/>
COMMUNITY AMENITIES<br/>
-ATM Machines<br/>
-Peaceful, Lushly Landscaped Courtyards<br/>
-24-7 On-site Management<br/>
-Friendly and Great Staff<br/>
-Soothing Spa<br/>
-Lushly Landscaped<br/>
-24-Hour Doorman<br/>
-Serene and Tranquil<br/>
-Gorgeous Water Fountains at Every Corner<br/>
-Children's Jungle Gym<br/>
<br/>
CONTACT<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7318860002/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
WEBSITE<br/>
https://www.themedici.com/<br/>
<br/>
ADDRESS<br/>
722 Bixel St., Los Angeles, CA 90017<br/>
<br/>
Pricing and availability are subject to change.<br/>
<br/>
 DT Los Angeles Apartments,  FIDM Apartments,  Toy District,  Downtown Housing,  Downtown LA Apartments,  Hollywood,  Echo Park,  Fashion Institute,  Central Los Angeles Housing,  DTLA Apartments,  DT Los Angeles,  Elysian Valley,  University of Southern California Housing,  Downtown Los Angeles,  Central LA,  Central Los Angeles Apartments,  Downtown Apartments,  Silver Lake,  Student Apartments,  Wholesale District,  USC Housing,  Windsor Square,  Student Housing,  Carthay,  Arlington Heights,  Arts District,  Civic Center,  Warehouse District,  Downtown Los Angeles Housing,  Bunker Hill,  South Park,  University of Southern California,  Jewelry District,  DTLA,  Griffith Park,  Los Angeles Housing,  Westlake,  Hancock Park,  Chinatown,  Hollywood Hills,  Hollywood Hills West,  Harvard Heights,  East Hollywood,  DTLA Housing,  Downtown Los Angeles Apartments,  Little Tokyo,  Central Los Angeles,  USC Apartments,  USC,  Larchmont,  Gallery Row,  Los Angeles Apartments,  Central LA Apartments,  Fashion District,  Los Angeles,  Historic Core,  University of Southern California Apartments,  Industrial District,  Fashion Institute Housing,  DT Los Angeles Housing,  Downtown LA Housing,  Downtown LA,  Luxury Housing,  Elysian Park,  Financial District,  FIDM,  FIDM Housing,  Central LA Housing,  Mid-City,  Fashion Institute Apartments,  Pico-Union, Downtown,  Luxury Apartments,  Los Feliz,  Koreatown,  Old Bank District    </section>"," (722 Bixel St., Los Angeles, CA)","$1,734",,468.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-peaceful-lushly-landscaped/7318860002.html,34.050642,-118.264187
542,Mediterranean Inspired Landscape & Stunning Surroundings! Call & Tour!,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-mediterranean-inspired/7324163768.html""></div>
</div>
Imagine a home where the fine art of living has been perfected. Welcome to The Orsini, home to the best apartments in downtown Los Angeles. From the moment you enter the elegant Mediterranean inspired 2-story foyer at The Orsini, you will realize that you have come home to a new experience in luxury apartment living. We are in the heart of Los Angeles, California and the pulse of extraordinary living. Enjoy a short commute to the LA Fashion District, Staples Center, Disney Concert Hall, Chinatown and all the amazing dining and glamorous shopping that living in Los Angeles has to offer.<br/>
<br/>
APARTMENT FEATURES<br/>
-Generous Walk-In Closets with Organizers<br/>
-Beautiful Los Angeles City Views from Many Vantage Points<br/>
-Spectacular Two-Story Entry Lobby<br/>
-Large Picture Windows<br/>
-Individual Apartment Balconies or Patios<br/>
-Designer Selected Color Schemes<br/>
-Full-Size Whirlpool Washer and Dryer<br/>
-Airy Interiors with Nine Foot Ceilings<br/>
-Clear Glass Shower Enclosures<br/>
-Panoramic Downtown Los Angeles Vistas or Courtyard Views<br/>
<br/>
COMMUNITY AMENITIES<br/>
-Three Star Trac/Cybex Elliptical Machines<br/>
-Complementary Yoga Classes for Residents<br/>
-Peaceful, Lushly Landscaped Courtyards<br/>
-24-7 On-site Management<br/>
-Sand Volleyball Court<br/>
-Two 24-Hour Library/Study Rooms with High-Speed Internet Access<br/>
-Two Conference Rooms for Meetings<br/>
-Two 24-Hour State-Of-The-Art Fitness Centers<br/>
-Six Private Computer Rooms with High-Speed Internet Access<br/>
-Spectacular Two-Story Entry Lobby<br/>
<br/>
CONTACT<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7324163768/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
WEBSITE<br/>
https://www.theorsini.com/<br/>
<br/>
ADDRESS<br/>
505 N. Figueroa St., Los Angeles, CA 90012<br/>
<br/>
Pricing and availability are subject to change.<br/>
<br/>
 Downtown Los Angeles Housing,  Pico-Union,  DT Los Angeles,  Wholesale District,  Downtown Housing,  Central Los Angeles Housing, Downtown,  Chinatown,  Downtown Apartments,  Los Angeles,  Hancock Park,  FIDM Apartments,  Fashion Institute Apartments,  Downtown LA Apartments,  Civic Center,  South Park,  Elysian Park,  University of Southern California Housing,  Windsor Square,  DTLA,  Historic Core,  Industrial District,  University of Southern California Apartments,  Echo Park,  Central LA,  Arts District,  FIDM,  Elysian Valley,  Hollywood Hills,  Hollywood Hills West,  USC Apartments,  Mid-City,  DT Los Angeles Housing,  Warehouse District,  Jewelry District,  Los Feliz,  Downtown LA Housing,  Student Apartments,  USC Housing,  FIDM Housing,  Luxury Housing,  Central LA Housing,  Fashion Institute,  Downtown LA,  Harvard Heights,  Griffith Park,  Silver Lake,  DTLA Housing,  Little Tokyo,  Los Angeles Apartments,  Luxury Apartments,  Fashion Institute Housing,  Fashion District,  Los Angeles Housing,  Carthay,  Student Housing,  Larchmont,  Central LA Apartments,  Old Bank District,  University of Southern California,  Financial District,  Westlake,  USC,  Gallery Row,  Downtown Los Angeles Apartments,  East Hollywood,  DT Los Angeles Apartments,  Toy District,  Hollywood,  Arlington Heights,  Koreatown,  Central Los Angeles Apartments,  DTLA Apartments,  Downtown Los Angeles,  Bunker Hill,  Central Los Angeles    </section>",,"$2,462",2.0,916.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-mediterranean-inspired/7324163768.html,34.061752,-118.246787
543,Have A Lovely Spring In This ONE To Love! Ardmore,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-have-lovely-spring-in-this/7326282734.html""></div>
</div>
**Want 2 WEEKS FREE? Call for details and set up a tour**<br/>
$0 App fee!<br/>
VIRTUAL TOURS AVAILABLE<br/>
In Koreatown, great things are always happening! And Victoria Apartments is in the middle of the action. Located in a quiet residential neighborhood it's wonderfully close to work and play. And we're making great improvements to our units to serve only great tenants like you! Come join us.<br/>
<br/>
Walkable to the Wiltern Theater, Metro Purple and Red Lines, H Mart, California Market, CGV Cinemas, the RFK Community Schools and Koreatown's lively 6th St.'s social scene. It's a short drive to Paramount Studios, Hancock Park, LACC and DTLA. And you have quick access to Western Avenue, 3rd St. and the 101 Fwy.<br/>
<br/>
Unit Features:<br/>
- New stainless steel stove<br/>
- New quartz counters<br/>
- New cupboards<br/>
- Microwave<br/>
- AC/heat<br/>
- Luxury vinyl floors<br/>
- Ceiling fans<br/>
- Personal balcony<br/>
- Walk-in closet<br/>
- Privacy blinds<br/>
<br/>
Community Amenities:<br/>
- Secure entrances<br/>
- Elevator<br/>
- Laundry room onsite<br/>
- On-site Resident services team<br/>
- On-site maintenance<br/>
Deposit starts at only $750 based upon approved credit.<br/>
<br/>
Location: Koreatown / Mid-Wilshire / Mid-town<br/>
<br/>
우리는 한국어를 말한다. / We speak Korean.<br/>
Please call us for your private tour.  <a class=""show-contact"" data-href=""/reply/lax/apa/7326282734/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 We look forward to having you as our new neighbor!<br/>
Equal Housing Opportunity<br/>
www.victoriaktown.com<br/>
Disclaimer: Pictures may not be of exact available unit. Units are unfurnished <br/>
424 S. Ardmore Ave.    </section>", (Koreatown),"$1,650",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-have-lovely-spring-in-this/7326282734.html,34.066906,-118.301703
544,"!!FREE RENT!! NEWLY RENOVATED, GREAT WALK SCORE, BEST PRICE!! WESTLAKE","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-free-rent-newly-renovated/7326279277.html""></div>
</div>
SECOND MONTH RENT FREE WITH 1 YEAR LEASE<br/>
<br/>
$1,140.00 is net effective rent after free rent is applied to a one year lease<br/>
<br/>
This Amazing Studio apartment is located in the heart of Los Angeles. It is a great fully renovated studio in a beautiful historic brick building. With many unique characteristics traits, the building also comes with a beautiful view of the hills. For being located in the heart of Los Angeles, the studio is conveniently located near many stores and authentic restaurants that within walking distance. For anyone who enjoys the city life without the hassle of bad traffic and congested streets. This a perfect building for you.<br/>
<br/>
OPEN HOUSE: Monday-Friday<br/>
Scheduled Appointments Only, Please Call!!<br/>
<br/>
HIGH WALK SCORE: 89<br/>
https://www.walkscore.com/score/250-loma-dr-los-angeles-ca-90026<br/>
<br/>
KEY FEATURES:<br/>
* Trendy Kitchen Design with stainless steel appliances<br/>
* Modern style back-splash and counter top<br/>
* Full Separate Kitchen w/ room for Table<br/>
* Laminate Floors<br/>
* Contemporary accent wall<br/>
* Ceiling Fans<br/>
* On-site Manager<br/>
* On-Site Laundry<br/>
* 24 Hour Video Surveillance<br/>
<br/>
OPEN HOUSE: Monday-Friday<br/>
Scheduled Appointments Only, Please Call!!<br/>
<br/>
<br/>
To schedule a viewing please call or text Lisa at  <a class=""show-contact"" data-href=""/reply/lax/apa/7326279277/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
*We reserve the right to change prices at any time for any reason.<br/>
*Unit depicted in pictures may not be the exact unit available<br/>
""We are an Equal Housing Provider and follow all Fair Housing Law""    </section>"," (Echo Park, Downtown, West lake,Dtwn, Koreatown)","$1,140",,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-free-rent-newly-renovated/7326279277.html,34.060055,-118.264990
545,"Built-in Microwave, Granite Countertops, Washer/Dryer In Unit","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-built-in-microwave-granite/7321127770.html""></div>
</div>
Whether you’re in LA or DTLA, the 1 and 2 bedroom apartments at Broadway Palace Apartments offer exceptional views inside and out. These apartments provide skyline city views  accompanied by beautifully lush landscaped courtyards. Whether you want to spend your time relaxing by the pool, having a glass of wine on your private patio, recuperating with some TLC in the calming steam room, or singing to your heart’s content in the Karaoke Party Lounge, the Broadway Palace Apartments will become not only your home but your own private resort. These luxurious one and two bedroom apartments are available in both LA and Downtown LA.<br/>
<br/>
APARTMENT FEATURES<br/>
-Disability Access<br/>
-Designer Floor Plans<br/>
-Pantry<br/>
-Built-in Microwave<br/>
-Spectacular Skyline Views Available *<br/>
-All Stainless Steel Appliances<br/>
-Soaking Baths<br/>
-Satellite Ready<br/>
-Arched Skyline Viewing Windows<br/>
-Private Balconies and Patios with Furniture<br/>
<br/>
CONTACT<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7321127770/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
WEBSITE<br/>
https://www.broadwaypalaceapartments.com/<br/>
<br/>
ADDRESS<br/>
1026 S Broadway, Los Angeles, CA 90015<br/>
<br/>
Pricing and availability are subject to change.<br/>
<br/>
 Bunker Hill,  Central LA,  Mid-City,  DTLA Housing,  Hollywood Hills,  FIDM,  Warehouse District,  Los Angeles Apartments,  DT Los Angeles Housing,  DTLA,  Jewelry District,  Downtown Los Angeles Apartments,  University of Southern California,  Larchmont,  DTLA Apartments,  USC Housing,  University of Southern California Housing,  Old Bank District,  Fashion Institute Apartments,  Arlington Heights,  South Park,  Hollywood Hills West,  Financial District,  FIDM Housing,  Fashion Institute,  Arts District,  Central LA Apartments,  Downtown Apartments,  Downtown Los Angeles,  Downtown Housing,  Luxury Apartments,  Elysian Park,  USC,  Griffith Park,  Echo Park,  Windsor Square,  FIDM Apartments,  Hollywood,  Los Angeles,  DT Los Angeles,  Student Housing,  Downtown Los Angeles Housing,  Downtown LA Housing,  Los Angeles Housing,  Koreatown,  Gallery Row,  Historic Core,  Chinatown,  Harvard Heights,  Student Apartments,  Hancock Park,  University of Southern California Apartments,  East Hollywood,  Industrial District,  Fashion District,  Pico-Union,  Wholesale District, Downtown,  Carthay,  Luxury Housing,  Central LA Housing,  Elysian Valley,  Central Los Angeles,  Central Los Angeles Housing,  Fashion Institute Housing,  USC Apartments,  Toy District,  DT Los Angeles Apartments,  Civic Center,  Central Los Angeles Apartments,  Downtown LA Apartments,  Silver Lake,  Little Tokyo,  Westlake,  Los Feliz,  Downtown LA    </section>",,"$2,272",1.0,702.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-built-in-microwave-granite/7321127770.html,34.040567,-118.257731
546,"435 S. Mariposa-#308, Top Flr, Hardwood, Renovated! Parking! Location!","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-435-mariposa-308-top-flr/7325239445.html""></div>
</div>
Beautiful, renovated, top floor 1BR, 1 bth with retro accents in a boutique complex.  Live in the heart of K-town, one of LA's most vibrant neighborhoods!  <br/>
Stunning hardwood floors throughout, lots of natural light.  Fun, retro breakfast bar that has plenty of storage, counter and and cabinet space.  Modern kitchen appliances.  Bedroom has ample closet space and there are additional built ins for even more storage.  Good sized bathroom with big vanity area.  <br/>
Elevator building with one parking space in gated secure garage included.  Laundry onsite.  Onsite manager too.<br/>
The location couldn't be better!  Walk to Wilshire's many cafes, eateries and attractions.  Short drive to downtown LA, Hollywood and and Miracle Mile shopping and museums!  Close to public transportation and major freeways. <br/>
Call Steve (9AM-6PM ONLY) at  <a class=""show-contact"" data-href=""/reply/lax/apa/7325239445/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 for a tour.  Social distancing in effect at all tours, masks required.<br/>
</section>", (Koreatown),"$1,595",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-435-mariposa-308-top-flr/7325239445.html,34.062010,-118.298808
547,Looking to Move? Live in Luxury at an Amazing Price! Call Us Today!,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-looking-to-move-live-in/7324187200.html""></div>
</div>
Imagine a home where the fine art of living has been perfected. Welcome to The Orsini, home to the best apartments in downtown Los Angeles. From the moment you enter the elegant Mediterranean inspired 2-story foyer at The Orsini, you will realize that you have come home to a new experience in luxury apartment living. We are in the heart of Los Angeles, California and the pulse of extraordinary living. Enjoy a short commute to the LA Fashion District, Staples Center, Disney Concert Hall, Chinatown and all the amazing dining and glamorous shopping that living in Los Angeles has to offer.<br/>
<br/>
APARTMENT FEATURES<br/>
-Crown Molding<br/>
-Gorgeous Water Fountains at Every Corner<br/>
-Individual Apartment Balconies or Patios<br/>
-Dishwasher<br/>
-High-Speed Internet Access Available<br/>
-Direct (Satellite) TV Available<br/>
-Stainless Steel or Whirlpool Black Appliances<br/>
-Generous Walk-In Closets with Organizers<br/>
-Natural Stone Marble Counter Bath<br/>
-Large Picture Windows<br/>
<br/>
COMMUNITY AMENITIES<br/>
-Outdoor Shower to Rinse Off<br/>
-Director's Movie Screening Theater<br/>
-Free Wi-Fi in Common Areas<br/>
-Roof Top Pool and Spa with Spectacular City Skyline Views<br/>
-Two Conference Rooms for Meetings<br/>
-Two Pilates Stations<br/>
-Star Trac/Cybex Strength Training Weight Machines<br/>
-Karaoke Lounge<br/>
-Complementary Yoga Classes for Residents<br/>
-24-Hour Doorman<br/>
<br/>
CONTACT<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7324187200/__SERVICE_ID__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
WEBSITE<br/>
https://www.theorsini.com/<br/>
<br/>
ADDRESS<br/>
505 N. Figueroa St., Los Angeles, CA 90012<br/>
<br/>
Pricing and availability are subject to change.<br/>
<br/>
 Hancock Park,  Central LA Apartments,  Echo Park,  DTLA Housing,  Warehouse District,  Griffith Park,  Harvard Heights,  Elysian Valley,  Downtown Apartments,  Central LA Housing,  FIDM Apartments,  DT Los Angeles Housing,  DTLA,  Arlington Heights,  Hollywood Hills West,  Student Apartments,  Fashion Institute Apartments,  Gallery Row,  Central Los Angeles Housing,  Wholesale District,  Koreatown,  Hollywood Hills,  Larchmont,  Downtown Los Angeles Housing,  DT Los Angeles,  FIDM Housing,  Arts District,  USC,  USC Housing,  Luxury Housing,  Los Angeles Apartments,  Downtown Housing,  FIDM,  Los Angeles Housing,  Little Tokyo,  Los Feliz,  USC Apartments,  Central Los Angeles Apartments,  Downtown LA,  Financial District,  Fashion Institute Housing,  Downtown Los Angeles,  University of Southern California Apartments,  Pico-Union,  Toy District,  Windsor Square,  Elysian Park,  Los Angeles,  University of Southern California Housing,  Luxury Apartments,  Chinatown,  Student Housing,  Fashion District,  Central LA,  Silver Lake,  DTLA Apartments,  Downtown LA Apartments,  Hollywood,  Mid-City,  University of Southern California,  Civic Center,  South Park,  Central Los Angeles,  Jewelry District,  Downtown LA Housing,  DT Los Angeles Apartments,  Old Bank District,  Westlake,  Fashion Institute,  Industrial District,  Bunker Hill, Downtown,  East Hollywood,  Carthay,  Historic Core,  Downtown Los Angeles Apartments    </section>",,"$2,804",2.0,1325.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-looking-to-move-live-in/7324187200.html,34.061752,-118.246787
548,****DO YOU KNOW THESE WOMEN? HAVE YOU EVER HAD DEALINGS WITH THEM?****,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-do-you-know-these-women/7324324748.html""></div>
</div>
If you have then I'm sorry - it must have been a shitty experience! For those who don't know them they are EDITA MATTIS and LIVIJA LIPAITE, two sisters who also own THE RED LION TAVERN in Silverlake.<br/>
<br/>
They own apartments around town and are currently trying to rent out three of them for between $3,250 and $3,000. WARNING: If you do sign a lease with them then the chances are you will never see your $7,000 security deposit ever again. If you want to know more then contact me directly...or four other former tenants who, like me, have been stiffed by these two prize pieces of crap.    </section>", (Hancock Park Adjacent/Koreatown/),"$3,250",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-do-you-know-these-women/7324324748.html,34.076200,-118.302900
549,***BEWARE***UPPER VINTAGE GORGEOUS DUPLEX ****BEWARE****,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">QR Code Link to This Post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bewareupper-vintage/7324324856.html""></div>
</div>
WARNING!!!WARNING!!! DON'T LEASE THESE APARTMENTS BEFORE SPEAKING TO ME FIRST!<br/>
<br/>
The landlords/owners of this apartment are not to be trusted. They will demand a security deposit of $7,000 and will refuse to refund it when you leave!! Save yourself a fortune and be very careful about signing a lease with them.<br/>
<br/>
Their names are EDITA MATTIS and LIVIJA LIPAITE. They also own THE RED LION TAVERN in Silverlake and advertise this apartment on S Coronado and two others on NORTH KENMORE AVE under the following headings: <br/>
<br/>
OLD WORLD CHARMER<br/>
SIMPLY STUNNING<br/>
STUNNING CHARMER<br/>
JUST STUNNING<br/>
AMAZING SPACIOUS BEAUTIFUL<br/>
AMAZING STUNNING CHARMER<br/>
<br/>
FOUR former tenants have complained about them and all four of them lost substantial amounts of money when they moved out. I was warned by a previous tenant and I ignored her advice - something I regret as I am now having to take these people to court to get back the money they have stolen from me.    </section>"," (Wilshire Center adjacent to Silverlake, Echo Park, Koreatown)","$3,250",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bewareupper-vintage/7324324856.html,34.062200,-118.276300
